URI	label	Description	mixsid	valueType	units	
mixs:diss_inorg_carb	dissolved inorganic carbon	dissolved inorganic carbon concentration	MIXS:0000493	measurement value	microgram per liter	
mixs:diss_inorg_carb	dissolved inorganic carbon	dissolved inorganic carbon concentration	MIXS:0000493	measurement value	"microgram per liter, milligram per liter, parts per million, micromole per kilogram"	
mixs:diss_inorg_nitro	dissolved inorganic nitrogen	Concentration of dissolved inorganic nitrogen 	MIXS:0000698	measurement value	"microgram per liter, micromole per liter"	
mixs:diss_inorg_nitro	dissolved inorganic nitrogen	Concentration of dissolved inorganic nitrogen 	MIXS:0000698	measurement value	microgram per liter	
mixs:diss_inorg_phosp	dissolved inorganic phosphorus	concentration of dissolved inorganic phosphorus 	MIXS:0000106	measurement value	"microgram per liter, milligram per liter, parts per million, micromole per liter"	
mixs:diss_inorg_phosp	dissolved inorganic phosphorus	concentration of dissolved inorganic phosphorus 	MIXS:0000106	measurement value	microgram per liter	
mixs:diss_inorg_phosp	dissolved inorganic phosphorus	concentration of dissolved inorganic phosphorus 	MIXS:0000106	measurement value	"microgram per liter, milligram per liter, parts per million"	
mixs:diss_inorg_phosp	dissolved inorganic phosphorus	concentration of dissolved inorganic phosphorus 	MIXS:0000699	measurement value	"microgram per liter, milligram per liter, parts per million, micromole per liter"	
mixs:diss_inorg_phosp	dissolved inorganic phosphorus	concentration of dissolved inorganic phosphorus 	MIXS:0000699	measurement value	microgram per liter	
mixs:diss_inorg_phosp	dissolved inorganic phosphorus	concentration of dissolved inorganic phosphorus 	MIXS:0000699	measurement value	"microgram per liter, milligram per liter, parts per million"	
mixs:diss_inorg_phosp	dissolved inorganic phosphorus	concentration of dissolved inorganic phosphorus 	MIXS:0000147	measurement value	"microgram per liter, milligram per liter, parts per million, micromole per liter"	
mixs:diss_inorg_phosp	dissolved inorganic phosphorus	concentration of dissolved inorganic phosphorus 	MIXS:0000147	measurement value	microgram per liter	
mixs:diss_inorg_phosp	dissolved inorganic phosphorus	concentration of dissolved inorganic phosphorus 	MIXS:0000147	measurement value	"microgram per liter, milligram per liter, parts per million"	
mixs:diss_inorg_phosp	dissolved inorganic phosphorus	Concentration of dissolved inorganic phosphorus in the sample	MIXS:0000106	measurement value	"microgram per liter, milligram per liter, parts per million, micromole per liter"	
mixs:diss_inorg_phosp	dissolved inorganic phosphorus	Concentration of dissolved inorganic phosphorus in the sample	MIXS:0000106	measurement value	microgram per liter	
mixs:diss_inorg_phosp	dissolved inorganic phosphorus	Concentration of dissolved inorganic phosphorus in the sample	MIXS:0000106	measurement value	"microgram per liter, milligram per liter, parts per million"	
mixs:diss_inorg_phosp	dissolved inorganic phosphorus	Concentration of dissolved inorganic phosphorus in the sample	MIXS:0000699	measurement value	"microgram per liter, milligram per liter, parts per million, micromole per liter"	
mixs:diss_inorg_phosp	dissolved inorganic phosphorus	Concentration of dissolved inorganic phosphorus in the sample	MIXS:0000699	measurement value	microgram per liter	
mixs:diss_inorg_phosp	dissolved inorganic phosphorus	Concentration of dissolved inorganic phosphorus in the sample	MIXS:0000699	measurement value	"microgram per liter, milligram per liter, parts per million"	
mixs:diss_inorg_phosp	dissolved inorganic phosphorus	Concentration of dissolved inorganic phosphorus in the sample	MIXS:0000147	measurement value	"microgram per liter, milligram per liter, parts per million, micromole per liter"	
mixs:diss_inorg_phosp	dissolved inorganic phosphorus	Concentration of dissolved inorganic phosphorus in the sample	MIXS:0000147	measurement value	microgram per liter	
mixs:diss_inorg_phosp	dissolved inorganic phosphorus	Concentration of dissolved inorganic phosphorus in the sample	MIXS:0000147	measurement value	"microgram per liter, milligram per liter, parts per million"	
mixs:diss_iron	dissolved iron	Concentration of dissolved iron in the sample	MIXS:0000139	measurement value	milligram per liter	
mixs:diss_iron	dissolved iron	Concentration of dissolved iron in the sample	MIXS:0000422	measurement value	milligram per liter	
mixs:diss_org_carb	dissolved organic carbon	concentration of dissolved organic carbon	MIXS:0000608	measurement value	micromole per liter	
mixs:diss_org_carb	dissolved organic carbon	concentration of dissolved organic carbon	MIXS:0000608	measurement value	"micromole per liter, milligram per liter"	
mixs:diss_org_carb	dissolved organic carbon	concentration of dissolved organic carbon	MIXS:0000494	measurement value	micromole per liter	
mixs:diss_org_carb	dissolved organic carbon	concentration of dissolved organic carbon	MIXS:0000494	measurement value	"micromole per liter, milligram per liter"	
mixs:diss_org_carb	dissolved organic carbon	concentration of dissolved organic carbon	MIXS:0000433	measurement value	micromole per liter	
mixs:diss_org_carb	dissolved organic carbon	concentration of dissolved organic carbon	MIXS:0000433	measurement value	"micromole per liter, milligram per liter"	
mixs:diss_org_carb	dissolved organic carbon	concentration of dissolved organic carbon	MIXS:0000479	measurement value	micromole per liter	
mixs:diss_org_carb	dissolved organic carbon	concentration of dissolved organic carbon	MIXS:0000479	measurement value	"micromole per liter, milligram per liter"	
mixs:diss_org_carb	dissolved organic carbon	concentration of dissolved organic carbon	MIXS:0000700	measurement value	micromole per liter	
mixs:diss_org_carb	dissolved organic carbon	concentration of dissolved organic carbon	MIXS:0000700	measurement value	"micromole per liter, milligram per liter"	
mixs:diss_org_carb	dissolved organic carbon	"Concentration of dissolved organic carbon in the sample, liquid portion of the sample, or aqueous phase of the fluid"	MIXS:0000608	measurement value	micromole per liter	
mixs:diss_org_carb	dissolved organic carbon	"Concentration of dissolved organic carbon in the sample, liquid portion of the sample, or aqueous phase of the fluid"	MIXS:0000608	measurement value	"micromole per liter, milligram per liter"	
mixs:diss_org_carb	dissolved organic carbon	"Concentration of dissolved organic carbon in the sample, liquid portion of the sample, or aqueous phase of the fluid"	MIXS:0000494	measurement value	micromole per liter	
mixs:diss_org_carb	dissolved organic carbon	"Concentration of dissolved organic carbon in the sample, liquid portion of the sample, or aqueous phase of the fluid"	MIXS:0000494	measurement value	"micromole per liter, milligram per liter"	
mixs:diss_org_carb	dissolved organic carbon	"Concentration of dissolved organic carbon in the sample, liquid portion of the sample, or aqueous phase of the fluid"	MIXS:0000433	measurement value	micromole per liter	
mixs:diss_org_carb	dissolved organic carbon	"Concentration of dissolved organic carbon in the sample, liquid portion of the sample, or aqueous phase of the fluid"	MIXS:0000433	measurement value	"micromole per liter, milligram per liter"	
mixs:diss_org_carb	dissolved organic carbon	"Concentration of dissolved organic carbon in the sample, liquid portion of the sample, or aqueous phase of the fluid"	MIXS:0000479	measurement value	micromole per liter	
mixs:diss_org_carb	dissolved organic carbon	"Concentration of dissolved organic carbon in the sample, liquid portion of the sample, or aqueous phase of the fluid"	MIXS:0000479	measurement value	"micromole per liter, milligram per liter"	
mixs:diss_org_carb	dissolved organic carbon	"Concentration of dissolved organic carbon in the sample, liquid portion of the sample, or aqueous phase of the fluid"	MIXS:0000700	measurement value	micromole per liter	
mixs:diss_org_carb	dissolved organic carbon	"Concentration of dissolved organic carbon in the sample, liquid portion of the sample, or aqueous phase of the fluid"	MIXS:0000700	measurement value	"micromole per liter, milligram per liter"	
mixs:diss_org_nitro	dissolved organic nitrogen	Dissolved organic nitrogen concentration measured as; total dissolved nitrogen - NH4 - NO3 - NO2	MIXS:0000611	measurement value	"micromole per liter, microgram per liter, milligram per liter"	
mixs:diss_org_nitro	dissolved organic nitrogen	Dissolved organic nitrogen concentration measured as; total dissolved nitrogen - NH4 - NO3 - NO2	MIXS:0000611	measurement value	"microgram per liter, milligram per liter"	
mixs:diss_org_nitro	dissolved organic nitrogen	Dissolved organic nitrogen concentration measured as; total dissolved nitrogen - NH4 - NO3 - NO2	MIXS:0000701	measurement value	"micromole per liter, microgram per liter, milligram per liter"	
mixs:diss_org_nitro	dissolved organic nitrogen	Dissolved organic nitrogen concentration measured as; total dissolved nitrogen - NH4 - NO3 - NO2	MIXS:0000701	measurement value	"microgram per liter, milligram per liter"	
mixs:diss_org_nitro	dissolved organic nitrogen	Dissolved organic nitrogen concentration measured as; total dissolved nitrogen - NH4 - NO3 - NO2	MIXS:0000200	measurement value	"micromole per liter, microgram per liter, milligram per liter"	
mixs:diss_org_nitro	dissolved organic nitrogen	Dissolved organic nitrogen concentration measured as; total dissolved nitrogen - NH4 - NO3 - NO2	MIXS:0000200	measurement value	"microgram per liter, milligram per liter"	
mixs:diss_org_nitro	dissolved organic nitrogen	Dissolved organic nitrogen concentration measured as; total dissolved nitrogen - NH4 - NO3 - NO2	MIXS:0000162	measurement value	"micromole per liter, microgram per liter, milligram per liter"	
mixs:diss_org_nitro	dissolved organic nitrogen	Dissolved organic nitrogen concentration measured as; total dissolved nitrogen - NH4 - NO3 - NO2	MIXS:0000162	measurement value	"microgram per liter, milligram per liter"	
mixs:diss_oxygen	dissolved oxygen	Concentration of dissolved oxygen	MIXS:0000119	measurement value	"micromole per kilogram, milligram per liter"	
mixs:diss_oxygen	dissolved oxygen	Concentration of dissolved oxygen	MIXS:0000119	measurement value	micromole per kilogram	
mixs:diss_oxygen	dissolved oxygen	Concentration of dissolved oxygen	MIXS:0000615	measurement value	"micromole per kilogram, milligram per liter"	
mixs:diss_oxygen	dissolved oxygen	Concentration of dissolved oxygen	MIXS:0000615	measurement value	micromole per kilogram	
mixs:diss_oxygen	dissolved oxygen	Concentration of dissolved oxygen	MIXS:0000702	measurement value	"micromole per kilogram, milligram per liter"	
mixs:diss_oxygen	dissolved oxygen	Concentration of dissolved oxygen	MIXS:0000702	measurement value	micromole per kilogram	
mixs:diss_oxygen	dissolved oxygen	Concentration of dissolved oxygen	MIXS:0000201	measurement value	"micromole per kilogram, milligram per liter"	
mixs:diss_oxygen	dissolved oxygen	Concentration of dissolved oxygen	MIXS:0000201	measurement value	micromole per kilogram	
mixs:diss_oxygen_fluid	dissolved oxygen in fluids	Concentration of dissolved oxygen in the oil field produced fluids as it contributes to oxgen-corrosion and microbial activity (e.g. Mic).	MIXS:0000438	measurement value	"micromole per kilogram, milligram per liter"	
mixs:diss_oxygen_fluid	dissolved oxygen in fluids	Concentration of dissolved oxygen in the oil field produced fluids as it contributes to oxgen-corrosion and microbial activity (e.g. Mic).	MIXS:0000151	measurement value	"micromole per kilogram, milligram per liter"	
mixs:dominant_hand	dominant hand	Dominant hand of the subject	MIXS:0000944	enumeration	NaN	
mixs:door_comp_type	"door type, composite"	The composite type of the door	MIXS:0000795	enumeration	NaN	
mixs:door_cond	door condition	The phsical condition of the door	MIXS:0000788	enumeration	NaN	
mixs:door_direct	door direction of opening	The direction the door opens	MIXS:0000789	enumeration	NaN	
mixs:door_loc	door location	The relative location of the door in the room	MIXS:0000790	enumeration	NaN	
mixs:door_mat	door material	The material the door is composed of	MIXS:0000791	enumeration	NaN	
mixs:door_move	door movement	The type of movement of the door	MIXS:0000792	enumeration	NaN	
mixs:door_size	door area or size	The size of the door	MIXS:0000158	measurement value	square meter	
mixs:door_type	door type	The type of door material	MIXS:0000794	enumeration	NaN	
mixs:door_type_metal	"door type, metal"	The type of metal door	MIXS:0000796	enumeration	NaN	
mixs:door_type_wood	"door type, wood"	The type of wood door	MIXS:0000797	enumeration	NaN	
mixs:door_water_mold	door signs of water/mold	Signs of the presence of mold or mildew on a door	MIXS:0000793	enumeration	NaN	
mixs:douche	douche	Date of most recent douche	MIXS:0000967	timestamp	NaN	
mixs:down_par	downward PAR	Visible waveband radiance and irradiance measurements in the water column	MIXS:0000703	measurement value	"microEinstein per square meter per second, microEinstein per square centimeter per second"	
mixs:down_par	downward PAR	Visible waveband radiance and irradiance measurements in the water column	MIXS:0000703	measurement value	microEinstein per meter per second	
mixs:drainage_class	drainage classification	drainage classification from a standard system such as the USDA system	MIXS:0001085	enumeration	NaN	
mixs:drawings	drawings	"The buildings architectural drawings; if design is chosen, indicate phase-conceptual, schematic, design development, and construction documents"	MIXS:0000798	enumeration	NaN	
mixs:drug_usage	drug usage	Any drug used by subject and the frequency of usage; can include multiple drugs used	MIXS:0000894	drug name;frequency	NaN	
mixs:efficiency_percent	efficiency percent	Percentage of volatile solids removed from the anaerobic digestor	MIXS:0000657	measurement value	micromole per liter	
mixs:elev	elevation	the elevation of the sampling site as measured by the vertical distance from mean sea level	MIXS:0000593	measurement value	meter	
mixs:elev	elevation	the elevation of the sampling site as measured by the vertical distance from mean sea level	MIXS:0000675	measurement value	meter	
mixs:elev	elevation	the elevation of the sampling site as measured by the vertical distance from mean sea level	MIXS:0000521	measurement value	meter	
mixs:elev	elevation	the elevation of the sampling site as measured by the vertical distance from mean sea level	MIXS:0000241	measurement value	meter	
mixs:elev	elevation	the elevation of the sampling site as measured by the vertical distance from mean sea level	MIXS:0000486	measurement value	meter	
mixs:elev	elevation	the elevation of the sampling site as measured by the vertical distance from mean sea level	MIXS:0000550	measurement value	meter	
mixs:elev	elevation	the elevation of the sampling site as measured by the vertical distance from mean sea level	MIXS:0000414	measurement value	meter	
mixs:elev	elevation	the elevation of the sampling site as measured by the vertical distance from mean sea level	MIXS:0000095	measurement value	meter	
mixs:elev	elevation	the elevation of the sampling site as measured by the vertical distance from mean sea level	MIXS:0000633	measurement value	meter	
mixs:elev	elevation	"Elevation of the sampling site is its height above a fixed reference point, most commonly the mean sea level. Elevation is mainly used when referring to points on the earth's surface, while altitude is used for points above the surface, such as an aircraft in flight or a spacecraft in orbit"	MIXS:0000593	measurement value	meter	
mixs:elev	elevation	"Elevation of the sampling site is its height above a fixed reference point, most commonly the mean sea level. Elevation is mainly used when referring to points on the earth's surface, while altitude is used for points above the surface, such as an aircraft in flight or a spacecraft in orbit"	MIXS:0000675	measurement value	meter	
mixs:elev	elevation	"Elevation of the sampling site is its height above a fixed reference point, most commonly the mean sea level. Elevation is mainly used when referring to points on the earth's surface, while altitude is used for points above the surface, such as an aircraft in flight or a spacecraft in orbit"	MIXS:0000521	measurement value	meter	
mixs:elev	elevation	"Elevation of the sampling site is its height above a fixed reference point, most commonly the mean sea level. Elevation is mainly used when referring to points on the earth's surface, while altitude is used for points above the surface, such as an aircraft in flight or a spacecraft in orbit"	MIXS:0000241	measurement value	meter	
mixs:elev	elevation	"Elevation of the sampling site is its height above a fixed reference point, most commonly the mean sea level. Elevation is mainly used when referring to points on the earth's surface, while altitude is used for points above the surface, such as an aircraft in flight or a spacecraft in orbit"	MIXS:0000486	measurement value	meter	
mixs:elev	elevation	"Elevation of the sampling site is its height above a fixed reference point, most commonly the mean sea level. Elevation is mainly used when referring to points on the earth's surface, while altitude is used for points above the surface, such as an aircraft in flight or a spacecraft in orbit"	MIXS:0000550	measurement value	meter	
mixs:elev	elevation	"Elevation of the sampling site is its height above a fixed reference point, most commonly the mean sea level. Elevation is mainly used when referring to points on the earth's surface, while altitude is used for points above the surface, such as an aircraft in flight or a spacecraft in orbit"	MIXS:0000414	measurement value	meter	
mixs:elev	elevation	"Elevation of the sampling site is its height above a fixed reference point, most commonly the mean sea level. Elevation is mainly used when referring to points on the earth's surface, while altitude is used for points above the surface, such as an aircraft in flight or a spacecraft in orbit"	MIXS:0000095	measurement value	meter	
mixs:elev	elevation	"Elevation of the sampling site is its height above a fixed reference point, most commonly the mean sea level. Elevation is mainly used when referring to points on the earth's surface, while altitude is used for points above the surface, such as an aircraft in flight or a spacecraft in orbit"	MIXS:0000633	measurement value	meter	
mixs:elevator	elevator count	The number of elevators within the built structure	MIXS:0000799	value	NaN	
mixs:emulsions	emulsions	"amount or concentration of substances such as paints, adhesives, mayonnaise, hair colorants, emulsified oils, etc.; can include multiple emulsion types"	MIXS:0000660	emulsion name;measurement value	gram per liter	
mixs:encoded_traits	encoded traits	"Should include key traits like antibiotic resistance or xenobiotic degradation phenotypes for plasmids, converting genes for phage"	MIXS:0000034	for plasmid: antibiotic resistance; for phage: converting genes	NaN	
mixs:env_broad_scale	broad-scale environmental context	"In this field, report which major environmental system your sample or specimen came from. The systems identified should have a coarse spatial grain, to provide the general environmental context of where the sampling was done (e.g. were you in the desert or a rainforest?). We recommend using subclasses of ENVO?s biome class: http://purl.obolibrary.org/obo/ENVO_00000428. Format (one term): termLabel [termID], Format (multiple terms): termLabel [termID]|termLabel [termID]|termLabel [termID]. Example: Annotating a water sample from the photic zone in middle of the Atlantic Ocean, consider: oceanic epipelagic zone biome [ENVO:01000033]. Example: Annotating a sample from the Amazon rainforest consider: tropical moist broadleaf forest biome [ENVO:01000228]. If needed, request new terms on the ENVO tracker, identified here: http://www.obofoundry.org/ontology/envo.html"	MIXS:0000012	Add terms that identify the major environment type(s) where your sample was collected. Recommend subclasses of biome [ENVO:00000428]. Multiple terms can be separated by one or more pipes e.g.: ?mangrove biome [ENVO:01000181]|estuarine biome [ENVO:01000020]	NaN	
mixs:env_local_scale	local environmental context	"In this field, report the entity or entities which are in your sample or specimen?s local vicinity and which you believe have significant causal influences on your sample or specimen. Please use terms that are present in ENVO and which are of smaller spatial grain than your entry for env_broad_scale. Format (one term): termLabel [termID]; Format (multiple terms): termLabel [termID]|termLabel [termID]|termLabel [termID]. Example: Annotating a pooled sample taken from various vegetation layers in a forest consider: canopy [ENVO:00000047]|herb and fern layer [ENVO:01000337]|litter layer [ENVO:01000338]|understory [01000335]|shrub layer [ENVO:01000336]. If needed, request new terms on the ENVO tracker, identified here: http://www.obofoundry.org/ontology/envo.html"	MIXS:0000013	"Add terms that identify environmental entities having causal influences upon the entity at time of sampling, multiple terms can be separated by pipes, e.g.: ?shoreline [ENVO:00000486]|intertidal zone [ENVO:00000316]"	NaN	
mixs:env_medium	environmental medium	"In this field, report which environmental material or materials (pipe separated) immediately surrounded your sample or specimen prior to sampling, using one or more subclasses of ENVO?s environmental material class: http://purl.obolibrary.org/obo/ENVO_00010483. Format (one term): termLabel [termID]; Format (multiple terms): termLabel [termID]|termLabel [termID]|termLabel [termID]. Example: Annotating a fish swimming in the upper 100 m of the Atlantic Ocean, consider: ocean water [ENVO:00002151]. Example: Annotating a duck on a pond consider: pond water [ENVO:00002228]|air ENVO_00002005. If needed, request new terms on the ENVO tracker, identified here: http://www.obofoundry.org/ontology/envo.html"	MIXS:0000014	Add terms that identify the material displaced by the entity at time of sampling. Recommend subclasses of environmental material [ENVO:00010483]. Multiple terms can be separated by pipes e.g.: estuarine water [ENVO:01000301]|estuarine mud [ENVO:00002160]	NaN	
mixs:env_package	environmental package	"MIGS/MIMS/MIMARKS extension for reporting of measurements and observations obtained from one or more of the environments where the sample was obtained. All environmental packages listed here are further defined in separate subtables. By giving the name of the environmental package, a selection of fields can be made from the subtables and can be reported"	MIXS:0000019	enumeration	NaN	
mixs:env_package	environmental package	"MIGS/MIMS/MIMARKS extension for reporting of measurements and observations obtained from one or more of the environments where the sample was obtained. All environmental packages listed here are further defined in separate subtables. By giving the name of the environmental package, a selection of fields can be made from the subtables and can be reported"	MIXS:0000019	CV	NaN	
mixs:env_package	environmental package	"MIxS extension for reporting of measurements and observations obtained from one or more of the environments where the sample was obtained. All environmental packages listed here are further defined in separate subtables. By giving the name of the environmental package, a selection of fields can be made from the subtables and can be reported"	MIXS:0000019	enumeration	NaN	
mixs:env_package	environmental package	"MIxS extension for reporting of measurements and observations obtained from one or more of the environments where the sample was obtained. All environmental packages listed here are further defined in separate subtables. By giving the name of the environmental package, a selection of fields can be made from the subtables and can be reported"	MIXS:0000019	CV	NaN	
mixs:escalator	escalator count	The number of escalators within the built structure	MIXS:0000800	value	NaN	
mixs:estimated_size	estimated size	The estimated size of the genome prior to sequencing. Of particular importance in the sequencing of (eukaryotic) genome which could remain in draft form for a long or unspecified period.	MIXS:0000024	number of base pairs	NaN	
mixs:ethylbenzene	ethylbenzene	Concentration of ethylbenzene in the sample	MIXS:0000155	measurement value	"milligram per liter, parts per million"	
mixs:ethylbenzene	ethylbenzene	Concentration of ethylbenzene in the sample	MIXS:0000442	measurement value	"milligram per liter, parts per million"	
mixs:exp_duct	exposed ductwork	The amount of exposed ductwork in the room	MIXS:0000144	measurement value	square meter	
mixs:exp_pipe	exposed pipes 	The number of exposed pipes in the room	MIXS:0000220	measurement value	NaN	
mixs:experimental_factor	experimental factor	"Experimental factors are essentially the variable aspects of an experiment design which can be used to describe an experiment, or set of experiments, in an increasingly detailed manner. This field accepts ontology terms from Experimental Factor Ontology (EFO) and/or Ontology for Biomedical Investigations (OBI). For a browser of EFO (v 2.95) terms, please see http://purl.bioontology.org/ontology/EFO; for a browser of OBI (v 2018-02-12) terms please see http://purl.bioontology.org/ontology/OBI"	MIXS:0000008	text or EFO and/or OBI	NaN	
mixs:experimental_factor	experimental factor	"Experimental factors are essentially the variable aspects of an experiment design which can be used to describe an experiment, or set of experiments, in an increasingly detailed manner. This field accepts ontology terms from Experimental Factor Ontology (EFO) and/or Ontology for Biomedical Investigations (OBI). For a browser of EFO (v 2.43) terms, please see http://purl.bioontology.org/ontology/EFO; for a browser of OBI (v 2013-10-25) terms please see http://purl.bioontology.org/ontology/OBI"	MIXS:0000008	text or EFO and/or OBI	NaN	
mixs:ext_door	exterior door count	The number of exterior doors in the built structure	MIXS:0000170	value	NaN	
mixs:ext_wall_orient	orientations of exterior wall	The orientation of the exterior wall	MIXS:0000817	enumeration	NaN	
mixs:ext_window_orient	orientations of exterior window	The compass direction the exterior window of the room is facing	MIXS:0000818	enumeration	NaN	
mixs:extrachrom_elements	extrachromosomal elements	Do plasmids exist of significant phenotypic consequence (e.g. ones that determine virulence or antibiotic resistance). Megaplasmids? Other plasmids (borrelia has 15+ plasmids)	MIXS:0000023	number of extrachromosmal elements	NaN	
mixs:extreme_event	history/extreme events	Unusual physical events that may have affected microbial populations	MIXS:0000320	date	NaN	
mixs:extreme_salinity	extreme_unusual_properties/salinity	Measured salinity 	MIXS:0000651	measurement value	millisiemens per meter	
mixs:fao_class	soil_taxonomic/FAO classification	Soil classification from the FAO World Reference Database for Soil Resources. The list can be found at http://www.fao.org/nr/land/sols/soil/wrb-soil-maps/reference-groups	MIXS:0001083	enumeration	NaN	
mixs:feat_pred	feature prediction	"Method used to predict UViGs features such as ORFs, integration site, etc."	MIXS:0000061	"names and versions of software(s), parameters used"	NaN	
mixs:fertilizer_regm	fertilizer regimen	"Information about treatment involving the use of fertilizers; should include the name of fertilizer, amount administered, treatment regimen including how many times the treatment was repeated, how long each treatment lasted, and the start and end time of the entire treatment; can include multiple fertilizer regimens"	MIXS:0000556	fertilizer name;fertilizer amount;treatment interval and duration	"gram, mole per liter, milligram per liter"	
mixs:fertilizer_regm	fertilizer regimen	"Information about treatment involving the use of fertilizers; should include the name of fertilizer, amount administered, treatment regimen including how many times the treatment was repeated, how long each treatment lasted, and the start and end time of the entire treatment; can include multiple fertilizer regimens"	MIXS:0000556	fertilizer name;fertilizer amount;treatment duration;interval;experimental duration	"gram, mole per liter, milligram per liter"	
mixs:fertilizer_regm	fertilizer regimen	"information about treatment involving the use of fertilizers; should include the name fertilizer, amount administered, treatment duration, interval and total experimental duration; can include multiple fertilizer regimens"	MIXS:0000556	fertilizer name;fertilizer amount;treatment interval and duration	"gram, mole per liter, milligram per liter"	
mixs:fertilizer_regm	fertilizer regimen	"information about treatment involving the use of fertilizers; should include the name fertilizer, amount administered, treatment duration, interval and total experimental duration; can include multiple fertilizer regimens"	MIXS:0000556	fertilizer name;fertilizer amount;treatment duration;interval;experimental duration	"gram, mole per liter, milligram per liter"	
mixs:field	field name	Name of the hydrocarbon field (e.g. Albacora)	MIXS:0000302	name	NaN	
mixs:field	field name	Name of the hydrocarbon field (e.g. Albacora)	MIXS:0000291	name	NaN	
mixs:filter_type	filter type	A device which removes solid particulates or airborne molecular contaminants	MIXS:0000765	enumeration	NaN	
mixs:fire	history/fire	Historical and/or physical evidence of fire	MIXS:0001086	date	NaN	
mixs:fireplace_type	fireplace type	A firebox with chimney	MIXS:0000802	enumeration	NaN	
mixs:flooding	history/flooding	Historical and/or physical evidence of flooding	MIXS:0000319	date	NaN	
mixs:floor_age	floor age	The time period since installment of the carpet or flooring	MIXS:0000164	value 	"years, weeks, days"	
mixs:floor_area	floor area	The area of the floor space within the room	MIXS:0000165	measurement value	square meter	
mixs:floor_cond	floor condition	The physical condition of the floor at the time of sampling; photos or video preferred; use drawings to indicate location of damaged areas	MIXS:0000803	enumeration	NaN	
mixs:floor_count	floor count	"The number of floors in the building, including basements and mechanical penthouse"	MIXS:0000225	value	NaN	
mixs:floor_finish_mat	floor finish material	The floor covering type; the finished surface that is walked on	MIXS:0000804	enumeration	NaN	
mixs:floor_struc	floor structure	Refers to the structural elements and subfloor upon which the finish flooring is installed	MIXS:0000806	enumeration	NaN	
mixs:floor_thermal_mass	floor thermal mass	The ability of the floor to provide inertia against temperature fluctuations	MIXS:0000166	measurement value	joule per degree Celsius	
mixs:floor_water_mold	floor signs of water/mold	Signs of the presence of mold or mildew in a room	MIXS:0000805	enumeration	NaN	
mixs:fluor	fluorescence	Raw or converted fluorescence of water	MIXS:0000704	measurement value	milligram chlorophyll a per cubic meter	
mixs:fluor	fluorescence	Raw or converted fluorescence of water	MIXS:0000704	measurement value	"milligram chlorophyll a per cubic meter, volts"	
mixs:foetal_health_stat	amniotic fluid/foetal health status	"Specification of foetal health status, should also include abortion"	MIXS:0000275	health status	NaN	
mixs:freq_clean	frequency of cleaning 	The number of times the building is cleaned per week	MIXS:0000226	measurement value	NaN	
mixs:freq_cook	frequency of cooking	The number of times a meal is cooked per week	MIXS:0000227	measurement value	NaN	
mixs:fungicide_regm	fungicide regimen	"Information about treatment involving use of fungicides; should include the name of fungicide, amount administered,  treatment regimen including how many times the treatment was repeated, how long each treatment lasted, and the start and end time of the entire treatment; can include multiple fungicide regimens"	MIXS:0000557	fungicide name;fungicide amount;treatment interval and duration	"gram, mole per liter, milligram per liter"	
mixs:fungicide_regm	fungicide regimen	"Information about treatment involving use of fungicides; should include the name of fungicide, amount administered,  treatment regimen including how many times the treatment was repeated, how long each treatment lasted, and the start and end time of the entire treatment; can include multiple fungicide regimens"	MIXS:0000557	fungicide name;fungicide amount;treatment duration;interval;experimental duration	"gram, mole per liter, milligram per liter"	
mixs:fungicide_regm	fungicide regimen	"information about treatment involving use of fungicides; should include the name of fungicide, amount administered, treatment duration, interval and total experimental duration; can include multiple fungicide regimens"	MIXS:0000557	fungicide name;fungicide amount;treatment interval and duration	"gram, mole per liter, milligram per liter"	
mixs:fungicide_regm	fungicide regimen	"information about treatment involving use of fungicides; should include the name of fungicide, amount administered, treatment duration, interval and total experimental duration; can include multiple fungicide regimens"	MIXS:0000557	fungicide name;fungicide amount;treatment duration;interval;experimental duration	"gram, mole per liter, milligram per liter"	
mixs:furniture	furniture	The types of furniture present in the sampled room	MIXS:0000807	enumeration	NaN	
mixs:gaseous_environment	gaseous environment	"use of conditions with differing gaseous environments; should include the name of gaseous compound, amount administered, treatment duration, interval and total experimental duration; can include multiple gaseous environment regimens"	MIXS:0000558	gaseous compound name;gaseous compound amount;treatment duration;interval;experimental duration	micromole per liter	
mixs:gaseous_environment	gaseous environment	"use of conditions with differing gaseous environments; should include the name of gaseous compound, amount administered, treatment duration, interval and total experimental duration; can include multiple gaseous environment regimens"	MIXS:0000558	gaseous compound name;gaseous compound amount;treatment interval and duration	micromole per liter	
mixs:gaseous_substances	gaseous substances	"amount or concentration of substances such as hydrogen sulfide, carbon dioxide, methane, etc.; can include multiple substances"	MIXS:0000661	gaseous substance name;measurement value	micromole per liter	
mixs:gastrointest_disord	gastrointestinal tract disorder	history of gastrointestinal tract disorders; can include multiple disorders 	MIXS:0000280	disorder name	NaN	
mixs:gender_restroom	gender of restroom	The gender type of the restroom	MIXS:0000808	enumeration	NaN	
mixs:genetic_mod	genetic modification	"Genetic modifications of the genome of an organism, which may occur naturally by spontaneous mutation, or be introduced by some experimental means, e.g. specification of a transgene or the gene knocked-out or details of transient transfection"	MIXS:0000859	"PMID,DOI,url or free text"	NaN	
